episode,episode_reward,task_completion_ratio,constraint_violation_count,epsilon,avg_loss
270,480.25359999999966,0.18333333333333332,0.0,0.05,10.002169653574626
271,512.4163999999997,0.2,0.0,0.05,11.903591023215764
272,396.07090000000005,0.18333333333333332,0.0,0.05,9.97021092308892
273,436.0112999999998,0.18333333333333332,0.0,0.05,9.690189895629883
274,503.40810000000005,0.2,0.0,0.05,9.302076993844448
275,449.88230000000004,0.18333333333333332,0.0,0.05,9.597353047132492
276,477.18640000000016,0.18333333333333332,0.0,0.05,9.49272330395587
277,499.7626,0.2,0.0,0.05,9.466998691558837
278,517.9891999999999,0.2,0.0,0.05,9.62537339367444
279,505.54960000000017,0.2,0.0,0.05,9.71848346710205
280,512.0425999999998,0.18333333333333332,0.0,0.05,9.68311166151976
281,376.64750000000004,0.16666666666666666,0.0,0.05,12.765659839679033
282,354.8078,0.16666666666666666,0.0,0.05,10.022967668680044
283,411.56380000000007,0.15,0.0,0.05,9.721856794859233
284,382.37570000000005,0.16666666666666666,0.0,0.05,9.958395630480295
285,442.2617000000001,0.18333333333333332,0.0,0.05,10.289146492280155
286,385.3448,0.15,0.0,0.05,9.797393119198153
287,189.25459999999995,0.08333333333333333,0.0,0.05,9.80511604604267
288,468.46809999999994,0.18333333333333332,0.0,0.05,10.368587326693845
289,275.922,0.13333333333333333,0.0,0.05,9.907593933018772
290,347.9523000000001,0.15,0.0,0.05,9.460636645187567
291,390.21190000000007,0.16666666666666666,0.0,0.05,15.116906034946442
292,215.31179999999995,0.13333333333333333,0.0,0.05,10.60733423794017
293,357.7307,0.16666666666666666,0.0,0.05,9.727060408531864
294,226.07760000000002,0.13333333333333333,0.0,0.05,9.955486699759241
295,322.3376,0.16666666666666666,0.0,0.05,10.034034673269693
296,276.63650000000007,0.15,0.0,0.05,10.029533505439758
297,304.66730000000007,0.15,0.0,0.05,9.929915927978882
298,403.75010000000003,0.16666666666666666,0.0,0.05,9.896984744071961
299,261.76430000000005,0.15,0.0,0.05,9.932941354351279
300,276.26130000000006,0.13333333333333333,0.0,0.05,9.982825235887008
